
30,13,10,Lose

30,7,12,Lose

30,9,11,Lose

30,21,9,Win

30,13,6,Win

30,6,9,Lose

30,10,7,Lose

30,6,5,Lose

30,25,5,Win

30,14,10,Lose

30,8,4,Win

30,12,8,Lose

30,1,7,Win

30,4,7,Lose

30,23,6,Win

30,9,11,Win

30,3,4,Win

30,4,8,Lose

30,5,7,Lose

30,7,7,Win

30,7,9,Lose

30,13,2,Win

30,11,8,Win

30,9,10,Win

30,8,11,Win

30,8,8,Lose

30,13,10,Lose

30,7,8,Lose

30,3,9,Lose

30,11,8,Lose

30,8,9,Win

30,4,5,Win

30,12,9,Lose

30,15,8,Win

30,7,2,Win

30,4,8,Lose

30,14,11,Lose

30,6,8,Win

30,11,8,Win

30,7,8,Win

30,8,7,Win

30,9,9,Lose

30,9,10,Lose

30,9,8,Lose

30,13,8,Lose

30,7,12,Lose

30,6,7,Lose

30,7,7,Win

30,7,12,Win

30,4,8,Lose
