
68,6,8,Lose

68,6,6,Win

68,9,6,Win

68,1,10,Lose

68,9,2,Win

68,5,7,Win

68,3,3,Win

68,3,8,Lose

68,2,3,Win

68,6,7,Win

68,2,6,Lose

68,2,13,Lose

68,5,6,Win

68,5,9,Win

68,3,10,Lose

68,4,7,Win

68,3,13,Lose

68,4,8,Lose

68,3,7,Lose

68,6,5,Win

68,8,7,Win

68,7,10,Win

68,2,6,Lose

68,6,10,Lose

68,5,2,Win

68,8,7,Lose

68,6,11,Win

68,4,8,Lose

68,2,6,Win

68,2,7,Lose

68,6,7,Win

68,5,8,Lose

68,1,8,Lose

68,3,7,Lose

68,3,6,Win

68,6,8,Lose

68,10,11,Win

68,8,5,Win

68,2,8,Lose

68,3,2,Win

68,7,9,Win

68,1,7,Lose

68,10,10,Win

68,5,8,Lose

68,4,4,Win

68,5,8,Lose

68,5,5,Win

68,7,10,Lose

68,6,2,Win

68,1,7,Lose
