
96,10,11,Lose

96,6,12,Lose

96,1,11,Win

96,5,6,Win

96,1,8,Lose

96,10,10,Lose

96,4,8,Lose

96,4,13,Lose

96,3,7,Win

96,5,12,Lose

96,8,3,Win

96,5,8,Lose

96,1,7,Lose

96,5,5,Lose

96,4,8,Lose

96,4,10,Win

96,11,7,Win

96,1,12,Win

96,6,8,Lose

96,0,2,Win

96,9,3,Win

96,4,5,Lose

96,13,10,Win

96,6,7,Win

96,4,11,Lose

96,6,9,Lose

96,3,7,Lose

96,6,9,Win

96,12,8,Lose

96,5,6,Lose

96,4,7,Win

96,7,11,Win

96,4,7,Win

96,6,9,Lose

96,8,7,Win

96,2,7,Lose

96,7,8,Win

96,4,6,Win

96,11,9,Lose

96,7,14,Lose

96,11,10,Lose

96,1,2,Win

96,7,10,Lose

96,0,3,Lose

96,3,7,Lose
