
5,1,10,Lose

5,11,5,Win

5,21,8,Win

5,7,8,Lose

5,15,3,Win

5,19,4,Win

5,9,9,Lose

5,10,8,Win

5,9,3,Win

5,12,3,Win

5,14,11,Lose

5,16,9,Win

5,7,7,Lose

5,8,6,Win

5,10,7,Win

5,6,11,Lose

5,23,5,Win

5,8,1,Win

5,2,8,Lose

5,12,10,Lose

5,17,11,Lose

5,12,1,Win

5,14,5,Win

5,14,6,Win

5,6,2,Win

5,12,5,Win

5,10,9,Win

5,2,8,Lose

5,6,5,Lose

5,4,7,Win

5,8,7,Lose

5,8,9,Lose

5,8,3,Win

5,10,10,Lose

5,10,5,Win

5,6,8,Lose

5,14,3,Win

5,5,8,Lose

5,9,3,Win

5,14,0,Win

5,9,7,Win

5,5,8,Lose

5,5,7,Lose

5,15,10,Lose

5,11,8,Lose

5,9,11,Win

5,13,6,Win

5,15,5,Win

5,10,2,Win

5,11,2,Win

5,5,6,Lose

5,12,4,Win

5,9,8,Win

5,12,12,Lose

5,8,11,Lose
